0 - 20 %
2-3 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    0.29     0.00102     0.000239      -2.25e-05     2.09e-05
    0.54     2.3e-05     0.000197      -1.76e-05     1.64e-05
    0.83     0.000269     0.000232      -1.04e-05     9.71e-06
    1.13     -7.74e-06     0.000277      -3.93e-06     3.7e-06
    1.42     2.5e-06     0.000363      -2.65e-07     2.51e-07
    1.77     0.000271     0.000288      -6.34e-07     5.99e-07
    2.16     0.000412     0.000226      -6.9e-06     6.48e-06
    2.45     -6.62e-05     0.000267      -1.41e-05     1.31e-05
    2.65     0.000523     0.000266      -1.88e-05     1.75e-05
    2.85     0.000856     0.000265      -2.25e-05     2.09e-05
    3.04     0.000806     0.000255      -2.45e-05     2.28e-05
    3.24     0.000519     0.000247      -2.45e-05     2.28e-05
    3.44     0.000958     0.000266      -2.25e-05     2.09e-05
    3.63     0.000106     0.000248      -1.88e-05     1.75e-05
    3.83     0.000784     0.000291      -1.41e-05     1.31e-05
    4.12     6.12e-05     0.00021      -6.9e-06     6.48e-06
    4.52     0.000179     0.000276      -6.34e-07     5.99e-07
5-10 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.116     0.0451      0.0162     -0.0151
    -1.13     0.0484     0.0424      0.00943     -0.00877
    -0.83     0.0562     0.0361      -0.00211     0.00196
    -0.54     0.0231     0.0312      -0.0147     0.0136
    -0.29     0.157     0.0368      -0.0227     0.0211
    -0.15     0.283     0.0521      -0.0256     0.0237
    -0.05     0.201     0.0519      -0.0265     0.0245
    0.05     0.282     0.052      -0.0265     0.0245
    0.15     0.318     0.052      -0.0256     0.0237
    0.29     0.188     0.0371      -0.0227     0.0211
    0.54     0.0494     0.0322      -0.0147     0.0136
    0.83     -0.0151     0.038      -0.00211     0.00196
    1.13     -0.00912     0.0442      0.00943     -0.00877
    1.42     0.0258     0.0471      0.0162     -0.0151
    1.77     0.125     0.0414      0.0155     -0.0145
    2.16     0.12     0.0348      0.00405     -0.00376
    2.45     0.235     0.0444      -0.00853     0.00792
    2.65     0.195     0.042      -0.0165     0.0153
    2.85     0.233     0.0402      -0.0227     0.0211
    3.04     0.251     0.0391      -0.0261     0.0242
    3.24     0.136     0.039      -0.0261     0.0242
    3.44     0.288     0.0402      -0.0227     0.0211
    3.63     0.162     0.0416      -0.0165     0.0153
    3.83     0.241     0.0437      -0.00853     0.00792
    4.12     0.213     0.0345      0.00405     -0.00376
    4.52     0.111     0.0399      0.0155     -0.0145
5-10 #otimes 1-2 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0198     0.026      0.00383     -0.0036
    -1.13     0.0375     0.0212      0.000763     -0.000717
    -0.83     0.0148     0.0176      -0.00453     0.00425
    -0.54     0.0548     0.0152      -0.0104     0.00973
    -0.29     0.147     0.017      -0.0143     0.0133
    -0.15     0.26     0.0235      -0.0157     0.0146
    -0.05     0.28     0.0236      -0.0161     0.015
    0.05     0.269     0.0237      -0.0161     0.015
    0.15     0.262     0.0239      -0.0157     0.0146
    0.29     0.17     0.0173      -0.0143     0.0133
    0.54     0.084     0.0159      -0.0104     0.00973
    0.83     0.0185     0.0186      -0.00453     0.00425
    1.13     -0.0392     0.0225      0.000763     -0.000717
    1.42     0.0225     0.0278      0.00383     -0.0036
    1.77     0.0761     0.0221      0.00352     -0.00331
    2.16     0.0833     0.017      -0.00169     0.00159
    2.45     0.133     0.0207      -0.00753     0.00704
    2.65     0.0775     0.0196      -0.0113     0.0106
    2.85     0.0767     0.0188      -0.0143     0.0133
    3.04     0.0508     0.0185      -0.0159     0.0148
    3.24     0.09     0.0185      -0.0159     0.0148
    3.44     0.0403     0.0185      -0.0143     0.0133
    3.63     0.0506     0.0196      -0.0113     0.0106
    3.83     0.065     0.0206      -0.00753     0.00704
    4.12     0.0962     0.0171      -0.00169     0.00159
    4.52     0.0498     0.0218      0.00352     -0.00331
5-10 #otimes 2-3 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0104     0.0073      0.0008     -0.000478
    -1.13     0.0023     0.00565      0.000471     -0.000165
    -0.83     -0.00063     0.00466      -0.000108     0.000381
    -0.54     0.00812     0.0041      -0.000765     0.000996
    -0.29     0.0384     0.00469      -0.0012     0.0014
    -0.15     0.078     0.00664      -0.00136     0.00155
    -0.05     0.0969     0.00666      -0.00141     0.00159
    0.05     0.0814     0.00659      -0.00141     0.00159
    0.15     0.0814     0.00677      -0.00136     0.00155
    0.29     0.0361     0.00479      -0.0012     0.0014
    0.54     0.00829     0.00425      -0.000765     0.000996
    0.83     0.00456     0.00492      -0.000108     0.000381
    1.13     -0.00145     0.00608      0.000471     -0.000165
    1.42     0.00609     0.0077      0.0008     -0.000478
    1.77     0.00768     0.00595      0.000767     -0.000446
    2.16     0.0155     0.00455      0.000204     8.72e-05
    2.45     0.0119     0.00556      -0.00044     0.000693
    2.65     -0.00125     0.00512      -0.000866     0.00109
    2.85     0.0026     0.005      -0.0012     0.0014
    3.04     0.0121     0.00498      -0.00139     0.00158
    3.24     0.0142     0.00496      -0.00139     0.00158
    3.44     0.0117     0.00501      -0.0012     0.0014
    3.63     0.000187     0.00513      -0.000866     0.00109
    3.83     0.0149     0.00568      -0.00044     0.000693
    4.12     0.0101     0.00462      0.000204     8.72e-05
    4.52     0.018     0.00604      0.000767     -0.000446
5-10 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00221     0.00239      1.24e-05     -1.17e-05
    -1.13     0.00436     0.00189      -1.99e-05     1.88e-05
    -0.83     0.00231     0.00151      -7.69e-05     7.21e-05
    -0.54     0.00551     0.00141      -0.000142     0.000132
    -0.29     0.0119     0.0017      -0.000185     0.000173
    -0.15     0.0263     0.00259      -0.000201     0.000187
    -0.05     0.0385     0.00274      -0.000206     0.000191
    0.05     0.0369     0.00272      -0.000206     0.000191
    0.15     0.0284     0.00266      -0.000201     0.000187
    0.29     0.0138     0.00177      -0.000185     0.000173
    0.54     0.00304     0.00145      -0.000142     0.000132
    0.83     0.00197     0.00168      -7.69e-05     7.21e-05
    1.13     0.00185     0.00205      -1.99e-05     1.88e-05
    1.42     0.00701     0.00268      1.24e-05     -1.17e-05
    1.77     -0.000204     0.00184      9.14e-06     -8.65e-06
    2.16     0.00181     0.00145      -4.61e-05     4.34e-05
    2.45     0.00187     0.00183      -0.00011     0.000103
    2.65     0.00152     0.0017      -0.000152     0.000142
    2.85     0.00312     0.0017      -0.000185     0.000173
    3.04     0.00443     0.00169      -0.000204     0.00019
    3.24     0.00477     0.00168      -0.000204     0.00019
    3.44     0.00375     0.00169      -0.000185     0.000173
    3.63     0.00496     0.00179      -0.000152     0.000142
    3.83     0.00583     0.002      -0.00011     0.000103
    4.12     0.000117     0.00148      -4.61e-05     4.34e-05
    4.52     0.0015     0.00193      9.14e-06     -8.65e-06
5-10 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.00162     0.000727      -3.27e-07     3.09e-07
    -1.13     -0.00128     0.000601      -4.86e-06     4.57e-06
    -0.83     0.00145     0.000645      -1.28e-05     1.2e-05
    -0.54     0.000448     0.000521      -2.18e-05     2.03e-05
    -0.29     0.00275     0.000693      -2.78e-05     2.58e-05
    -0.15     0.0104     0.00129      -2.99e-05     2.78e-05
    -0.05     0.0182     0.00158      -3.06e-05     2.84e-05
    0.05     0.0184     0.0016      -3.06e-05     2.84e-05
    0.15     0.0121     0.00137      -2.99e-05     2.78e-05
    0.29     0.00351     0.000758      -2.78e-05     2.58e-05
    0.54     0.0011     0.000589      -2.18e-05     2.03e-05
    0.83     0.00189     0.000723      -1.28e-05     1.2e-05
    1.13     0.00115     0.000844      -4.86e-06     4.57e-06
    1.42     7.87e-05     0.000951      -3.27e-07     3.09e-07
    1.77     0.000411     0.000768      -7.83e-07     7.39e-07
    2.16     0.000193     0.000554      -8.52e-06     8e-06
    2.45     0.00247     0.000851      -1.74e-05     1.62e-05
    2.65     -0.000703     0.000589      -2.32e-05     2.16e-05
    2.85     0.00238     0.000756      -2.78e-05     2.58e-05
    3.04     0.0028     0.000756      -3.03e-05     2.82e-05
    3.24     0.00344     0.000782      -3.03e-05     2.82e-05
    3.44     0.00138     0.000687      -2.78e-05     2.58e-05
    3.63     0.00167     0.000737      -2.32e-05     2.16e-05
    3.83     -0.00122     0.000622      -1.74e-05     1.62e-05
    4.12     0.00115     0.000618      -8.52e-06     8e-06
    4.52     0.00146     0.000805      -7.83e-07     7.39e-07
5-10 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     8.64e-05     0.000749      -2.08e-07     1.95e-07
    -1.13     0.00056     0.000626      -3.08e-06     2.87e-06
    -0.83     0.000379     0.00051      -8.08e-06     7.52e-06
    -0.54     0.00153     0.000511      -1.37e-05     1.27e-05
    -0.29     0.00202     0.000591      -1.75e-05     1.61e-05
    -0.15     0.0126     0.0014      -1.88e-05     1.73e-05
    -0.05     0.0194     0.00161      -1.92e-05     1.77e-05
    0.05     0.0216     0.00169      -1.92e-05     1.77e-05
    0.15     0.0105     0.00128      -1.88e-05     1.73e-05
    0.29     0.0026     0.000635      -1.75e-05     1.61e-05
    0.54     0.00132     0.0005      -1.37e-05     1.27e-05
    0.83     0.000603     0.000528      -8.08e-06     7.52e-06
    1.13     0.000553     0.00064      -3.08e-06     2.87e-06
    1.42     0.000501     0.000789      -2.08e-07     1.95e-07
    1.77     0.000722     0.000657      -4.97e-07     4.65e-07
    2.16     0.000517     0.000488      -5.39e-06     5.02e-06
    2.45     0.000864     0.00064      -1.09e-05     1.02e-05
    2.65     0.00106     0.000613      -1.46e-05     1.35e-05
    2.85     0.00188     0.00065      -1.75e-05     1.61e-05
    3.04     0.00263     0.000685      -1.9e-05     1.76e-05
    3.24     0.00268     0.00069      -1.9e-05     1.76e-05
    3.44     0.00215     0.000658      -1.75e-05     1.61e-05
    3.63     5.54e-05     0.000523      -1.46e-05     1.35e-05
    3.83     0.0013     0.000691      -1.09e-05     1.02e-05
    4.12     0.000498     0.000484      -5.39e-06     5.02e-06
    4.52     0.00103     0.000654      -4.97e-07     4.65e-07
