40 - 60 %
2-3 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    0.15     0.00484     0.000535      -1.42e-05     1.3e-05
    0.29     0.00102     0.000222      -1.3e-05     1.19e-05
    0.54     0.000155     0.000147      -9.7e-06     9e-06
    0.83     9.48e-06     0.000151      -5.24e-06     4.95e-06
    1.13     -8.65e-05     0.000167      -1.81e-06     1.75e-06
    1.42     -9.27e-06     0.000238      -1.15e-07     1.12e-07
    1.77     0.000341     0.000223      -2.76e-07     2.7e-07
    2.16     0.000234     0.000164      -3.33e-06     3.18e-06
    2.45     0.000257     0.000207      -7.43e-06     6.95e-06
    2.65     0.000197     0.000187      -1.04e-05     9.65e-06
    2.85     0.00126     0.000267      -1.3e-05     1.19e-05
    3.04     0.00243     0.000328      -1.44e-05     1.32e-05
    3.24     0.0016     0.000287      -1.44e-05     1.32e-05
    3.44     0.000918     0.000242      -1.3e-05     1.19e-05
    3.63     0.000254     0.000191      -1.04e-05     9.65e-06
    3.83     0.000295     0.00021      -7.43e-06     6.95e-06
    4.12     0.000353     0.000173      -3.33e-06     3.18e-06
    4.52     -3.05e-05     0.000173      -2.76e-07     2.7e-07
5-10 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.0181     0.0331      0.00557     -0.00527
    -1.13     -0.00754     0.0312      0.00113     -0.00106
    -0.83     0.0227     0.0267      -0.00688     0.00642
    -0.54     0.0717     0.0233      -0.0162     0.015
    -0.29     0.192     0.0279      -0.0226     0.0208
    -0.15     0.226     0.0395      -0.0249     0.0229
    -0.05     0.21     0.0392      -0.0256     0.0236
    0.05     0.206     0.0391      -0.0256     0.0236
    0.15     0.176     0.0389      -0.0249     0.0229
    0.29     0.164     0.0277      -0.0226     0.0208
    0.54     0.105     0.0238      -0.0162     0.015
    0.83     -0.00848     0.0276      -0.00688     0.00642
    1.13     0.0662     0.0322      0.00113     -0.00106
    1.42     -0.0397     0.0339      0.00557     -0.00527
    1.77     0.0434     0.0303      0.00513     -0.00484
    2.16     0.137     0.0258      -0.00253     0.00237
    2.45     0.0843     0.0327      -0.0116     0.0108
    2.65     0.157     0.0313      -0.0177     0.0164
    2.85     0.136     0.0299      -0.0226     0.0208
    3.04     0.116     0.029      -0.0253     0.0233
    3.24     0.127     0.0291      -0.0253     0.0233
    3.44     0.188     0.0301      -0.0226     0.0208
    3.63     0.188     0.0312      -0.0177     0.0164
    3.83     0.061     0.032      -0.0116     0.0108
    4.12     0.106     0.0253      -0.00253     0.00237
    4.52     0.0836     0.0294      0.00513     -0.00484
5-10 #otimes 1-2 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.00476     0.019      0.00479     -0.00207
    -1.13     -0.0169     0.0154      0.00293     -0.000237
    -0.83     -0.0095     0.013      -0.000711     0.00326
    -0.54     0.0427     0.0115      -0.00535     0.0076
    -0.29     0.145     0.0134      -0.00869     0.0107
    -0.15     0.259     0.0192      -0.00993     0.0118
    -0.05     0.248     0.0191      -0.0103     0.0122
    0.05     0.262     0.0195      -0.0103     0.0122
    0.15     0.275     0.0197      -0.00993     0.0118
    0.29     0.137     0.0135      -0.00869     0.0107
    0.54     0.0499     0.0118      -0.00535     0.0076
    0.83     -0.00198     0.0133      -0.000711     0.00326
    1.13     0.0204     0.0164      0.00293     -0.000237
    1.42     -0.00959     0.02      0.00479     -0.00207
    1.77     0.0024     0.016      0.00461     -0.00189
    2.16     0.028     0.0125      0.00131     0.00133
    2.45     0.072     0.0156      -0.003     0.00542
    2.65     0.0683     0.0148      -0.0061     0.0083
    2.85     0.0699     0.0143      -0.00869     0.0107
    3.04     0.115     0.0144      -0.0102     0.012
    3.24     0.12     0.0144      -0.0102     0.012
    3.44     0.0832     0.0142      -0.00869     0.0107
    3.63     0.0469     0.0147      -0.0061     0.0083
    3.83     0.0421     0.0153      -0.003     0.00542
    4.12     0.0566     0.0127      0.00131     0.00133
    4.52     0.0168     0.0159      0.00461     -0.00189
5-10 #otimes 2-3 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.000761     0.00534      -1.23e-05     1.22e-05
    -1.13     -0.00379     0.0041      -0.000198     0.000193
    -0.83     0.00557     0.00365      -0.000586     0.000556
    -0.54     0.00425     0.00317      -0.00111     0.00103
    -0.29     0.0286     0.004      -0.00149     0.00137
    -0.15     0.087     0.00672      -0.00164     0.0015
    -0.05     0.102     0.00692      -0.00168     0.00154
    0.05     0.102     0.00693      -0.00168     0.00154
    0.15     0.081     0.00669      -0.00164     0.0015
    0.29     0.0342     0.00417      -0.00149     0.00137
    0.54     0.0102     0.00335      -0.00111     0.00103
    0.83     0.00215     0.00364      -0.000586     0.000556
    1.13     0.00565     0.00461      -0.000198     0.000193
    1.42     -0.00486     0.00543      -1.23e-05     1.22e-05
    1.77     0.00285     0.00446      -2.97e-05     2.94e-05
    2.16     0.00119     0.00335      -0.000368     0.000353
    2.45     0.0137     0.00445      -0.00084     0.000788
    2.65     0.0138     0.00416      -0.00119     0.00111
    2.85     0.0143     0.00407      -0.00149     0.00137
    3.04     0.0381     0.0045      -0.00167     0.00153
    3.24     0.0249     0.00425      -0.00167     0.00153
    3.44     0.0164     0.00409      -0.00149     0.00137
    3.63     0.00487     0.00396      -0.00119     0.00111
    3.83     0.016     0.00456      -0.000839     0.000788
    4.12     0.00947     0.00357      -0.000368     0.000353
    4.52     0.00401     0.00446      -2.97e-05     2.94e-05
5-10 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00359     0.00229      -1.38e-06     1.37e-06
    -1.13     4.03e-05     0.00146      -2.21e-05     2.16e-05
    -0.83     0.00046     0.00125      -6.55e-05     6.21e-05
    -0.54     0.000971     0.00115      -0.000123     0.000115
    -0.29     0.00924     0.00175      -0.000167     0.000153
    -0.15     0.0284     0.00336      -0.000183     0.000167
    -0.05     0.0477     0.00402      -0.000188     0.000172
    0.05     0.0519     0.00419      -0.000188     0.000172
    0.15     0.0384     0.00389      -0.000183     0.000167
    0.29     0.0104     0.00183      -0.000167     0.000153
    0.54     0.00201     0.00127      -0.000123     0.000115
    0.83     0.00147     0.00142      -6.55e-05     6.21e-05
    1.13     0.00014     0.00162      -2.21e-05     2.16e-05
    1.42     -0.001     0.00182      -1.38e-06     1.37e-06
    1.77     0.00321     0.00174      -3.32e-06     3.29e-06
    2.16     0.00149     0.00125      -4.11e-05     3.95e-05
    2.45     0.000776     0.00153      -9.38e-05     8.8e-05
    2.65     0.00322     0.00161      -0.000133     0.000123
    2.85     0.00755     0.00184      -0.000167     0.000153
    3.04     0.0129     0.00204      -0.000186     0.00017
    3.24     0.00844     0.00181      -0.000186     0.00017
    3.44     0.00603     0.0017      -0.000167     0.000153
    3.63     0.0037     0.00165      -0.000133     0.000123
    3.83     0.00188     0.00166      -9.38e-05     8.8e-05
    4.12     0.000967     0.00125      -4.11e-05     3.95e-05
    4.52     -0.000638     0.00144      -3.32e-06     3.29e-06
5-10 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00108     0.00103      1.13e-05     -1.08e-05
    -1.13     -0.00028     0.00047      8.73e-06     -8.23e-06
    -0.83     0.000876     0.000596      3.42e-06     -3.18e-06
    -0.54     -3e-05     0.000385      -3.56e-06     3.26e-06
    -0.29     0.00362     0.000902      -8.68e-06     7.91e-06
    -0.15     0.0168     0.00253      -1.06e-05     9.63e-06
    -0.05     0.0238     0.00284      -1.12e-05     1.02e-05
    0.05     0.0203     0.00259      -1.12e-05     1.02e-05
    0.15     0.0166     0.00244      -1.06e-05     9.63e-06
    0.29     0.00231     0.000783      -8.68e-06     7.91e-06
    0.54     -0.000166     0.000402      -3.56e-06     3.26e-06
    0.83     -0.000159     0.00045      3.42e-06     -3.18e-06
    1.13     -0.000368     0.000492      8.73e-06     -8.23e-06
    1.42     0.000278     0.000854      1.13e-05     -1.08e-05
    1.77     0.000115     0.00059      1.11e-05     -1.05e-05
    2.16     0.000223     0.000464      6.39e-06     -5.98e-06
    2.45     0.00165     0.000856      -1.48e-10     1.25e-10
    2.65     0.000857     0.000658      -4.71e-06     4.31e-06
    2.85     0.000896     0.000649      -8.68e-06     7.91e-06
    3.04     0.00404     0.000977      -1.1e-05     9.96e-06
    3.24     0.00596     0.00119      -1.1e-05     9.96e-06
    3.44     0.0037     0.00102      -8.68e-06     7.91e-06
    3.63     0.00156     0.000754      -4.71e-06     4.31e-06
    3.83     0.000128     0.000577      2.06e-10     -2.02e-10
    4.12     0.00131     0.000664      6.39e-06     -5.98e-06
    4.52     0.000456     0.00068      1.11e-05     -1.05e-05
5-10 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.000525     0.000452      -1.65e-07     1.6e-07
    -1.13     -0.000384     0.000432      -2.58e-06     2.46e-06
    -0.83     0.000202     0.000466      -7.34e-06     6.85e-06
    -0.54     0.000134     0.000422      -1.34e-05     1.23e-05
    -0.29     0.00277     0.000907      -1.78e-05     1.62e-05
    -0.15     0.00985     0.00206      -1.94e-05     1.76e-05
    -0.05     0.0238     0.00815      -1.99e-05     1.8e-05
    0.05     0.0266     0.00331      -1.99e-05     1.8e-05
    0.15     0.00976     0.00209      -1.94e-05     1.76e-05
    0.29     0.00124     0.000651      -1.78e-05     1.62e-05
    0.54     0.000456     0.000482      -1.34e-05     1.23e-05
    0.83     0.000308     0.000506      -7.34e-06     6.85e-06
    1.13     -0.000343     0.00046      -2.58e-06     2.46e-06
    1.42     -0.00013     0.000601      -1.65e-07     1.6e-07
    1.77     0.000147     0.000568      -3.97e-07     3.83e-07
    2.16     4.96e-05     0.000433      -4.7e-06     4.43e-06
    2.45     0.00157     0.000882      -1.03e-05     9.55e-06
    2.65     0.000942     0.000648      -1.44e-05     1.32e-05
    2.85     0.00157     0.000747      -1.78e-05     1.62e-05
    3.04     0.00458     0.00111      -1.97e-05     1.79e-05
    3.24     0.00582     0.00122      -1.97e-05     1.79e-05
    3.44     0.00111     0.00067      -1.78e-05     1.62e-05
    3.63     0.00154     0.000799      -1.44e-05     1.32e-05
    3.83     0.00101     0.000737      -1.03e-05     9.55e-06
    4.12     -0.000255     0.000376      -4.7e-06     4.43e-06
    4.52     0.00023     0.00061      -3.97e-07     3.83e-07
