60 - 92 %
2-3 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -0.54     9.2e-05     0.000161      -1.47e-05     1.18e-05
    -0.29     0.00105     0.000341      -2.03e-05     1.58e-05
    -0.15     0.00532     0.000975      -2.25e-05     1.72e-05
    -0.05     0.0104     0.00137      -2.32e-05     1.77e-05
    0.05     0.00814     0.00126      -2.32e-05     1.77e-05
    0.15     0.00561     0.00104      -2.25e-05     1.72e-05
    0.29     0.00107     0.000333      -2.03e-05     1.58e-05
    0.54     0.00026     0.000188      -1.47e-05     1.18e-05
    0.83     -0.000122     0.000116      -7.44e-06     6.44e-06
    1.13     0.000105     0.000221      -2.36e-06     2.25e-06
    1.42     0.0002     0.000334      -1.39e-07     1.43e-07
    1.77     1.54e-06     0.000193      -3.37e-07     3.44e-07
    2.16     2.98e-05     0.000156      -4.52e-06     4.11e-06
    2.45     0.000392     0.000285      -1.09e-05     9.1e-06
    2.65     0.000582     0.000298      -1.6e-05     1.27e-05
    2.85     0.00134     0.00041      -2.03e-05     1.58e-05
    3.04     0.0033     0.000596      -2.29e-05     1.75e-05
    3.24     0.0023     0.000482      -2.29e-05     1.75e-05
    3.44     0.000945     0.000357      -2.03e-05     1.58e-05
    3.63     0.000577     0.000306      -1.6e-05     1.27e-05
    3.83     -7.56e-05     0.000154      -1.09e-05     9.1e-06
    4.12     -3.67e-05     0.000141      -4.52e-06     4.11e-06
    4.52     9.7e-05     0.000213      -3.37e-07     3.44e-07
5-10 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.0254     0.0301      0.00438     -0.00392
    -1.13     -0.0166     0.0288      0.00089     -0.000788
    -0.83     0.0254     0.0251      -0.00546     0.00474
    -0.54     0.093     0.0224      -0.0129     0.0111
    -0.29     0.174     0.0272      -0.0181     0.0153
    -0.15     0.16     0.0381      -0.0199     0.0168
    -0.05     0.147     0.0378      -0.0205     0.0173
    0.05     0.143     0.0377      -0.0205     0.0173
    0.15     0.265     0.0393      -0.0199     0.0168
    0.29     0.136     0.0269      -0.0181     0.0153
    0.54     0.0533     0.0224      -0.0129     0.0111
    0.83     0.0132     0.0258      -0.00546     0.00474
    1.13     -0.014     0.0295      0.00089     -0.000788
    1.42     0.0416     0.032      0.00438     -0.00392
    1.77     0.0414     0.0284      0.00403     -0.00361
    2.16     0.124     0.0249      -0.002     0.00176
    2.45     0.0363     0.0306      -0.00921     0.00794
    2.65     0.0756     0.0296      -0.0141     0.012
    2.85     0.186     0.0296      -0.0181     0.0153
    3.04     0.117     0.028      -0.0203     0.0171
    3.24     0.154     0.0284      -0.0203     0.0171
    3.44     0.143     0.0291      -0.0181     0.0153
    3.63     0.157     0.0304      -0.0141     0.012
    3.83     0.0583     0.0305      -0.00921     0.00794
    4.12     0.0918     0.0242      -0.002     0.00176
    4.52     0.0755     0.028      0.00403     -0.00361
5-10 #otimes 1-2 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.00856     0.0167      0.00363     -0.00334
    -1.13     -0.022     0.0135      0.00225     -0.00202
    -0.83     0.0121     0.0121      -0.000553     0.000479
    -0.54     0.0414     0.0109      -0.00421     0.00353
    -0.29     0.161     0.0142      -0.00689     0.00568
    -0.15     0.228     0.0208      -0.00788     0.00646
    -0.05     0.259     0.0213      -0.0082     0.00671
    0.05     0.237     0.0211      -0.0082     0.00671
    0.15     0.283     0.0223      -0.00788     0.00646
    0.29     0.159     0.0143      -0.00689     0.00568
    0.54     0.0387     0.0111      -0.00421     0.00353
    0.83     0.0137     0.0123      -0.000553     0.000479
    1.13     -3.58e-05     0.0146      0.00225     -0.00202
    1.42     0.023     0.0186      0.00363     -0.00334
    1.77     0.00756     0.0144      0.0035     -0.00321
    2.16     0.0436     0.0119      0.00101     -0.000891
    2.45     0.0599     0.015      -0.00235     0.002
    2.65     0.0922     0.0149      -0.00481     0.00402
    2.85     0.099     0.0145      -0.00689     0.00568
    3.04     0.132     0.0149      -0.00808     0.00661
    3.24     0.118     0.0147      -0.00808     0.00661
    3.44     0.117     0.0146      -0.00689     0.00568
    3.63     0.0645     0.0144      -0.00481     0.00402
    3.83     0.0317     0.0143      -0.00235     0.002
    4.12     0.0423     0.012      0.00101     -0.000891
    4.52     0.0309     0.0149      0.0035     -0.00321
5-10 #otimes 2-3 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00465     0.00514      -8.46e-06     8.49e-06
    -1.13     -0.000933     0.00362      -0.000138     0.000132
    -0.83     0.00583     0.00356      -0.000417     0.000373
    -0.54     0.00628     0.00306      -0.000799     0.000678
    -0.29     0.0413     0.0051      -0.00109     0.000896
    -0.15     0.0881     0.0092      -0.0012     0.000977
    -0.05     0.113     0.0102      -0.00123     0.001
    0.05     0.0957     0.00944      -0.00123     0.001
    0.15     0.0875     0.0093      -0.0012     0.000977
    0.29     0.0362     0.00518      -0.00109     0.000896
    0.54     0.00756     0.00323      -0.000799     0.000678
    0.83     -0.00144     0.00306      -0.000417     0.000373
    1.13     0.00461     0.00436      -0.000138     0.000132
    1.42     -0.00239     0.00453      -8.46e-06     8.49e-06
    1.77     0.000528     0.00381      -2.04e-05     2.04e-05
    2.16     0.00147     0.00299      -0.000259     0.00024
    2.45     0.0124     0.00452      -0.000603     0.000524
    2.65     0.0262     0.00505      -0.000863     0.000727
    2.85     0.0195     0.00457      -0.00109     0.000896
    3.04     0.0264     0.00482      -0.00122     0.000993
    3.24     0.0291     0.00499      -0.00122     0.000993
    3.44     0.0378     0.00545      -0.00109     0.000896
    3.63     0.0234     0.00486      -0.000863     0.000727
    3.83     0.0169     0.00494      -0.000602     0.000524
    4.12     0.0121     0.00371      -0.000259     0.00024
    4.52     0.00336     0.00409      -2.04e-05     2.04e-05
5-10 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00432     0.00317      7.66e-05     -6.96e-05
    -1.13     0.00208     0.00185      6.02e-05     -5.3e-05
    -0.83     0.000955     0.00136      2.43e-05     -2.05e-05
    -0.54     0.00188     0.00136      -2.59e-05     2.1e-05
    -0.29     0.00879     0.00243      -6.4e-05     5.09e-05
    -0.15     0.0309     0.0057      -7.85e-05     6.2e-05
    -0.05     0.0499     0.00708      -8.3e-05     6.55e-05
    0.05     0.0326     0.00551      -8.3e-05     6.55e-05
    0.15     0.0352     0.00601      -7.85e-05     6.2e-05
    0.29     0.0086     0.00239      -6.4e-05     5.09e-05
    0.54     0.000142     0.00111      -2.59e-05     2.1e-05
    0.83     -0.00116     0.00098      2.43e-05     -2.05e-05
    1.13     0.000853     0.00182      6.02e-05     -5.3e-05
    1.42     2.57e-05     0.00194      7.66e-05     -6.96e-05
    1.77     0.00107     0.00171      7.51e-05     -6.8e-05
    2.16     0.00082     0.00129      4.47e-05     -3.85e-05
    2.45     0.00384     0.0021      -1.25e-09     9.91e-10
    2.65     0.00743     0.00246      -3.44e-05     2.78e-05
    2.85     0.00724     0.00248      -6.4e-05     5.09e-05
    3.04     0.0196     0.00364      -8.13e-05     6.42e-05
    3.24     0.0108     0.0027      -8.13e-05     6.42e-05
    3.44     0.00975     0.00259      -6.4e-05     5.09e-05
    3.63     0.0107     0.00292      -3.44e-05     2.77e-05
    3.83     0.000757     0.00165      1.3e-09     -1.11e-09
    4.12     -0.000498     0.00104      4.47e-05     -3.85e-05
    4.52     -0.00122     0.00105      7.51e-05     -6.8e-05
5-10 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.00073     0      3.66e-05     -3.2e-05
    -1.13     -9.69e-05     0.000655      3.17e-05     -2.67e-05
    -0.83     -0.000776     0      2e-05     -1.61e-05
    -0.54     0.000562     0.000715      2.94e-06     -2.27e-06
    -0.29     0.00437     0.00159      -1.04e-05     7.85e-06
    -0.15     0.00811     0.00277      -1.55e-05     1.16e-05
    -0.05     0.0231     0.00529      -1.71e-05     1.28e-05
    0.05     0.0321     0.00597      -1.71e-05     1.28e-05
    0.15     0.0159     0.00416      -1.55e-05     1.16e-05
    0.29     0.000698     0.000901      -1.04e-05     7.85e-06
    0.54     -0.000186     0.000478      2.94e-06     -2.27e-06
    0.83     -0.000776     0      2e-05     -1.61e-05
    1.13     -0.000746     0      3.17e-05     -2.67e-05
    1.42     -0.00073     0      3.66e-05     -3.2e-05
    1.77     0.00103     0.00127      3.62e-05     -3.15e-05
    2.16     -0.00076     0      2.68e-05     -2.2e-05
    2.45     0.00105     0.00108      1.19e-05     -9.32e-06
    2.65     0.00166     0.00126      -3.54e-10     4.05e-10
    2.85     0.00208     0.00149      -1.04e-05     7.85e-06
    3.04     0.00799     0.00244      -1.65e-05     1.24e-05
    3.24     0.00946     0.00261      -1.65e-05     1.24e-05
    3.44     0.00547     0.00201      -1.04e-05     7.85e-06
    3.63     -0.000277     0.000543      5.16e-10     -2.62e-10
    3.83     0.000605     0.00089      1.19e-05     -9.32e-06
    4.12     -0.00076     0      2.68e-05     -2.2e-05
    4.52     0.000239     0.00098      3.62e-05     -3.15e-05
5-10 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00134     0.00208      3e-05     -2.28e-05
    -1.13     -0.000673     0      2.45e-05     -1.73e-05
    -0.83     0.00126     0.00104      1.2e-05     -6.65e-06
    -0.54     -0.000726     0      -6.02e-06     6.8e-06
    -0.29     0.00368     0.00175      -1.99e-05     1.64e-05
    -0.15     0.0177     0.00534      -2.52e-05     2e-05
    -0.05     0.0337     0.00784      -2.69e-05     2.11e-05
    0.05     0.0261     0.00594      -2.69e-05     2.11e-05
    0.15     0.012     0.00371      -2.52e-05     2e-05
    0.29     0.00168     0.00125      -1.99e-05     1.64e-05
    0.54     -0.00033     0.000399      -6.02e-06     6.8e-06
    0.83     0.000707     0.00101      1.2e-05     -6.65e-06
    1.13     -0.000673     0      2.45e-05     -1.73e-05
    1.42     -0.00066     0      3e-05     -2.28e-05
    1.77     -0.000661     0      2.95e-05     -2.23e-05
    2.16     -0.000684     0      1.92e-05     -1.26e-05
    2.45     0.00111     0.00114      3.33e-06     3.01e-10
    2.65     0.000722     0.00107      -9.1e-06     8.98e-06
    2.85     0.00468     0.00234      -1.99e-05     1.64e-05
    3.04     0.00537     0.002      -2.63e-05     2.07e-05
    3.24     0.00596     0.00206      -2.63e-05     2.07e-05
    3.44     0.0027     0.00161      -1.99e-05     1.64e-05
    3.63     0.000436     0.000845      -9.09e-06     8.98e-06
    3.83     0.00088     0.00116      3.33e-06     -3.82e-10
    4.12     -0.000684     0      1.92e-05     -1.26e-05
    4.52     0.000113     0.000785      2.95e-05     -2.23e-05
